artistName,id,genres
HRVY,28y6CyJNkGNjJQKrlx4AmN,"dance pop, pop, pop dance, post-teen pop, tropical house"
PSY,2dd5mrQZvg6SmahdgVKDzh,"k-pop, k-rap, korean old school hip hop"
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"pop, uk pop"
Marshmello,64KEffDW9EtZ1y2vBYgq8T,"brostep, dance pop, edm, pop, pop dance, progressive electro house"
Desiigner,7pFeBzX627ff0VnN6bxPR4,"pop rap, rap, trap, viral trap"
MASS OF THE FERMENTING DREGS,14d5KCX9nprUcxnKIShrr1,"j-rock, japanese emo, japanese post-rock, japanese shoegaze"
FL.VCO,6J0r9cNyfu7qW7yN5KjynU,dark trap
dwsdmusic,2LcmL7CeH69d7BXst3M2GB,lo-fi chill
Loser Company,4kqxdzMwHBCdfmesujgKV2,
Within Destruction,1kAX4yFdmR0hJe2tPu1785,"deathcore, progressive deathcore, slamming deathcore, slovenian metal"
Reflections,0DTH9zFyvRb24bb8XN0iEr,"deathcore, djent, melodic metalcore, metalcore, metallic hardcore, progressive deathcore, progressive metalcore, thall"
Iglooghost,7LCDnUQYE07fnKbo46SVLB,"deconstructed club, escape room, future bass, hyperpop, wonky"
JKER,0aKM55QA1PnL9mLDrpLwIP,"aesthetic rap, dark trap, sad lo-fi"
Zooey Deschanel,2GEW6nJjHKAFyqnsE3TdWx,
Lullatone,3h100hRlLZ7QDz8GRt5QsD,"j-ambient, japanese indie pop"
why mona,5C1tex8vm00yFKTitiOnMU,la pop
Origami Angel,0cmSXx965Hnm6fP42oW6vY,"5th wave emo, alternative emo, bubblegrunge, diy emo, emo, indie punk, midwest emo, pop punk"
CloZee,1496XxkytEk26FUJLfpVZr,"downtempo bass, electra, electropop, vapor twitch"
ZHU,28j8lBWDdDSHSSt5oPlsX2,"edm, electro house"
DaBaby,4r63FhuTkUYltbVAg5TQnk,"north carolina hip hop, rap, trap"
Ken Neth,7rY7XSFGjw5QwbrDRHHWNI,
You Me At Six,1kNQXvepPjaPgUfeDAF2h6,"modern alternative rock, modern rock, neon pop punk, pop emo, pop punk, rock"
The Color Morale,3QHJftSfNb6KIerLVsx7zn,"christian rock, melodic metalcore, metalcore, post-screamo, progressive post-hardcore, screamo"
Jamie Woon,1fUMEn4Yk7ZUloozE0fRLL,british soul
Silverstein,1Tsag5J854qxeOo2apszug,"canadian post-hardcore, canadian rock, metalcore, pop punk, post-hardcore, rock, screamo"
Jonny Craig,46MmlFKM8ivDsUnGOejvSM,"metalcore, progressive post-hardcore, screamo"
NERO,4uRYpUQZrNrY5t8tAv3XrD,"drum and bass, edm, electro house, melodic dubstep"
WHITE KATANA,5OtyZM8MxtHrYqOPxetwji,"drift phonk, traprun, wave"
Sawce,51KBxhZnpafTjP0cKulltO,instrumental math rock
Gardenhead,2mX5ktvP10FL1UTKXkXmCm,acoustic rock
The War On Drugs,6g0mn3tzAds6aVeUYRsryU,"indie rock, philly indie"
Trash Boat,0XGJ3GUPwslwFJ66yNbHeh,"alternative emo, anthem emo, modern alternative rock, pop punk, uk pop punk"
LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, modern rock, new rave, rock"
Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,"chamber pop, folk, indie folk, indie rock, seattle indie, stomp and holler"
Set to Stun,240W24sOn3h0vXU4wEwNeH,
Tommy Cash,44XzG6GoJZNtkIGW19hsUK,estonian hip hop
4kwxrld,,
Johari,7Bu90tRyNrQvmkf0Xqggfe,"djent, progressive metalcore"
Makoto,5qm3bAgsYq5aBOymqkM4gG,classic city pop
Haywyre,7aUSp5cOZlwEtd5zPC795k,"canadian electronic, complextro, edm, electro house, future bass, gaming edm, vapor twitch"
League of Legends,47mIJdHORyRerp4os813jD,"speedrun, video game music"
Kubbi,38dW24ZxoRfXGe1lJXXFNg,"bitpop, chiptune"
Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,"folk, lilith, singer-songwriter, women's music"
Valley,7blXVKBSxdFZsIqlhdViKc,"alt z, electropop, indie poptimism, indietronica, pop"
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,"dance pop, edm, electro house, pop, pop dance, tropical house"
Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,"edm, glitch hop, jazztronica, livetronica"
Fox Academy,0JqRJZzARcjmH60HwUenow,"indie garage rock, indie pop, lo-fi indie"
Keaton Henson,6GFfu1alUSrL7qazImC160,"ambient folk, british singer-songwriter, chamber pop, indie folk, stomp and holler"
Prince Daddy & the Hyena,3EYgeLZ0vtVHKkUL26Eu49,"albany ny indie, alternative emo, bubblegrunge, diy emo, emo, indie garage rock, indie punk, midwest emo"
MISOGI,778Snztf3N5DXp0kHGFl3g,"emo rap, glitchcore, vapor twitch, wave"
Faodail,7p53fRMaR9h4Ri162E5LGi,"chillstep, melodic dubstep"
alt-J,3XHO7cRUPCLOr6jwp8vsx5,indie rock
Good Game,4RxUGW2HRMIm9qI1GJqMgK,instrumental math rock
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,"contemporary country, outlaw country"
Dollar Signs,0zYk90uKGiMAangMvVzjL0,"bubblegrunge, charlotte nc indie, folk punk"
Slice The Cake,6p9u5nxhdnknLPuuT3PqFq,"brutal deathcore, djent, symphonic deathcore"
Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,"ambient pop, dream pop, el paso indie, shoegaze"
Joan Of Arc,6U9PwS3WsiKBVewf7wtwIZ,"chicago indie, emo, emo punk, experimental indie rock, post-hardcore"
Algae Bloom,6qm6tJGYIdT1K8KQ167XCo,"diy emo, midwest emo"
khai dreams,0lawSNBxNgJFQYJnQzLH8c,"indie pop, lo-fi chill, lo-fi rap, sad lo-fi"
Windmills,0UenYmUYgU3cRIUh0wnDHP,
Vancouver Sleep Clinic,77BznF1Dr1k5KyEZ6Nn3jB,"indie folk, vapor pop, vapor soul"
Einingu,0fiP3M4LPNPJxvfTDizIbw,sleep
Imber Ora,1U9Zsa9gXKdn6Q31FUbLEh,sleep
machine ii,7CHSbRQykU4I2Tv5ebez6r,sleep
In Stars Above,1FxVcJX21nISmUFSvaE9fh,
Spacewaves,6uYUVrY7fY9B99v4uEqWvZ,sleep
Elevie J,11nQp4wRj814vcNBbVKXua,sleep
Harlan Silverman,6RR7uINKmGclSu0zHBC7mU,sleep
Quinn Joshua,4LtA8H0WUekxMEMJV3Fdvd,sleep
Deal Casino,6VsE82GTo7eDAW9XaDO7wD,"asbury park indie, dance rock, new jersey indie"
Nothing,7FngGIEGgN3Iwauw1MvO4P,"emo rap, pop rap, sad rap"
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,"gauze pop, indietronica, shiver pop"
LoneMoon,0KFSt4Hxl95xrVMAc6wzGP,experimental hip hop
Finn,37M5pPGs6V1fchFJSgCguX,"alt z, electropop, la indie, pop"
NICK PROSPER,4kWiwhQ6JbSuiHX3qhQ66k,
Roar,7dIpKWlEeAljA20vFJ82RD,"indie pop, weirdcore"
Billy Cobb,1jIl0sLvlOzGpT2RqPBfyE,5th wave emo
Girlfriends,4Dwhb9SL7iO3L27oXvEiO7,pop punk
diveliner,0be7y7HUvSBf8uG1X7pK8f,"emo rap, sad rap"
Swordfish,1Ot8EFbtmu5Grxuo2a4IVg,"5th wave emo, alternative emo, diy emo, midwest emo"
Tennyson,3Nb8N20WChM0swo5qWTvm8,"edmonton indie, future bass, vapor twitch"
Bryce Bishop,4bCECQ7T6fKIUbM8PtC13Q,
aesthetics across the color line,2LIbt6rXK8cLvUImb6Kpgm,"5th wave emo, midwest emo, russian emo"
Peach Pit,6fC2AcsQtd9h4BWELbbire,"indie pop, modern rock, rock, vancouver indie"
Alissic,0xl41ilVNOin4ycHsggk7u,
Whale Bones,6lxkKLjf402VT68HXs4JeS,indiana indie
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,"alternative pop rock, pop"
Dogleg,5WSlKTn8XCAH31eAVaJ4Wj,"alternative emo, ann arbor indie, diy emo, dreamo, emo, indie punk, midwest emo"
Widek,4Dne2BHkrim1Gr7hkqMsfq,"djent, instrumental djent, instrumental rock"
Noble Oak,2nRa4MTDbaywCvODRKBbW1,chillwave
The Seafloor Cinema,39a4hGdTS669oJBra6j9Ru,"progressive post-hardcore, sacramento indie"
Greyhaven,1zmx3NwOp6vR4qEjmhSiLL,"american metalcore, progressive metalcore, progressive post-hardcore"
Paul Moretti Trio,13xgTeeJ91pCS0JYRCL41b,background jazz
Bugge Wesseltoft,4p35pLn1lRgqoVVsnqNZEK,"dark jazz, norwegian contemporary jazz, norwegian jazz, nu jazz"
Matt Lingus,0mnRAVVSkBG8afaNTkh3r5,
Maki Yuoma,3VUflANX1g7LBvBXRZKatX,background jazz
Brandy Charles,1m1DxePO84p5t8ocvRjlOw,
Aaron Parks,22KzEvCtrTGf9l6k7zFcdv,"contemporary jazz, ecm-style jazz, indie jazz, jazz, jazz fusion, jazz piano, modern jazz piano"
George Alec,6qy9Pwg24brS7agh5Q4q1w,
Ray Wilshire,7LuCANGo1IuYQvcOWPywMZ,background jazz
Vina Anais,4JuT70DV2rTZTNpMaP8Tto,
Mary Steinbrecher,2SKFOdoUtDTKWiIPfyerTa,
Greg Paterson,5MAX4Nf5YdknFZPqZ7ucVt,
Gregory Silver,27EDLqLD3ymWe2mcyMNjhw,background jazz
Alfredo Evans,6E0oDTO8ChQDFTsHLuUlNL,
Tim Walker-Price,3rRxzD0o5wUqEFkCwaKiI9,
Stephen Rogerson,5xXnBmVrb708VQBBjG59Gk,background jazz
Lee Bendroth,1asg7ElYSc6LhJ7b9fMaFF,
David Fitzpatrick Trio,4enAEqBK3yfMjEWDBjtat3,background jazz
Trois Amis,19hT5DHNATnRhmkR5LevK7,background jazz
Dennis Riley-Jones,5x35NpbnjiEoY5sntHQLgr,
Fred Hersch,7w7DFqQNjVMW5NRvjM8JPx,"contemporary jazz, ecm-style jazz, jazz, jazz piano, modern jazz piano, stride"
Bill Walton,7fHixSSo2DvBypEXNKjgBl,
Tony Ballantine,5rJn0jM1nGVlQO49gW7Xw9,
Louie Martin,6V322191Co4lw7MgeQdcHu,
William Adams,777n5UE3XVeaTgguSTisX9,
Maurice Font,6yQ1L2SHtnSTXctzGsKsPC,background jazz
Blue Shoes Duo,02LCsC9OOVUNkrSEYZLESC,
Robert Elovsson,1qbdguQmvfReqeUnLezmAx,background jazz
Seth William,4wmS3zcqEbHaGPSib72vQB,background jazz
Christopher Colman,1UxRQ4Luzf0P1b6zFjXk7N,"background jazz, background music"
Jean Dawson,7vNNmjV14SKQzlQAEg0BXP,modern indie pop
Mary Wander,3WOjYUG6Jmdo6oELCwLJf0,
Razegod,0sBbpqhrb9FInmsDSjpCau,"dark trap, emo rap"
Jadu Heart,7vjRpVXoecwKTEsrb9iscj,"indie soul, vapor soul"
Christian Alexander,4bBaa9aj9JKI1tp7RZecxR,modern indie pop
Low Hum,7AfmYGPRYiNkwKfV8LrqLd,
Hundredth,2rtsR8zno5naTxY0iJr7M0,"dreamo, grungegaze, melodic hardcore, progressive post-hardcore, screamocore"
Chon,2JFljHPanIjYy2QqfNYvC0,"djent, instrumental math rock, instrumental rock, progressive jazz fusion, progressive post-hardcore, san diego indie"
The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9,"alternative dance, auckland indie, electropop, indie poptimism, indie rock, indietronica, kiwi rock, metropopolis, modern rock, pop rock, shimmer pop"
Somos,25jjzq2pqzAFzK8jTXGgc6,"mexican pop, nuevo regional mexicano"
Small Leaks Sink Ships,3XMGw77i8OGr1ys7LF1KHJ,math pop
JT Woodruff,7Hp684njRqTBb52Y1f55km,anthem emo
Gravler,3LBJkxkNJcad9V6Ihvqg1Q,socal pop punk
Diveo,7KvopsO7vGWZ6imjI8bZ1x,"future bass, kawaii future bass"
At The Skylines,610OuxLhNdbAuTgydxHiKn,trancecore
Lewis Del Mar,2oqwwcM17wrP9hBD25zKSR,"indie poptimism, modern alternative rock, modern rock, nyc pop, vapor soul"
Emancipator,6HCnsY0Rxi3cg53xreoAIm,"downtempo, electronica, livetronica, nu jazz, trip hop"
Psychic Type,1MkvWPAIDYqY8YbNpzRJYK,bass trap
Elvis Depressedly,5a31Ij1sTxY9LUYVwgBp8m,"anti-folk, asheville indie, indie garage rock, indie psych-pop, lo-fi indie, shimmer psych, small room"
Moneen,4V5SMPpyCIxr6VpvJ5cWpp,"emo, screamo"
Ookay,1HQGhla3VNj1dBmKTtVT2t,"dubstep, edm, electro house, electronic trap, future bass, pop edm, vapor twitch"
Sweet Feet Music,4HxxuTseTrGtTikaGlL3AS,
Escape the Fate,5ojhEavq6altxW8fWIlLum,"alternative metal, metalcore, pixie, pop punk, rock, screamo"
Dryjacket,46zbaUCub9E9x7r8mqhBjX,"5th wave emo, alternative emo, anthem emo, diy emo, midwest emo"
nascar aloe,03LEDukdM723NRLz4UXeNv,"dark trap, meme rap, underground hip hop"
DJ Perro,4JBHP6FfjpOBZsb0aY6zxE,"indie poblano, instrumental math rock"
Moose Blood,5fEKZRCUa0JApec5Xy095q,"alternative emo, anthem emo, emo, kent indie, modern alternative rock"
Built To Spill,3kbBWco9PZ5eSQsNScwG6U,"alternative pop, alternative rock, anti-folk, chamber pop, dream pop, freak folk, idaho indie, indie pop, indie rock, lo-fi, modern rock, stomp and holler"
EXUM,5KJX1Zh0zfHcbwSCk5cPk0,
Locust,5kytvmQqoeunOLa2LtIt1N,british experimental
Dallas Acid,1xAG4AeOmO97QdYhoW01EA,experimental synth
Shaman,35P36DZtjEMEP2KOO9759M,water
charlie dreaming,2RK3yBP8NFH1CLOEj0BIAM,
Celestial Noise,6UxIoQdnDknYEYsVX61G9z,white noise
Loopy L ASMR,17K0bjKxdVQtIpcUCQomq2,asmr
Jojo's ASMR,7ivkAId7fKuhHHCKi28jSy,asmr
HeatheredEffect ASMR,11uBB2l2Ne1rZCyS1xnv1L,asmr
The Frequency Shifters,7MbxdnkfBJ2STy1K8VzbzJ,
ASMR Zeitgeist,4tkuEYLrgJl8EtHvWC52uu,asmr
William Wilson,7EuAjEsiYkBk5jtTLZPwba,
Firas Zreik,2tMwxSA9DSeHrI84cdg2RW,"palestinian alternative, qanun"
Ave Air,2P6DMnuFgtU6UWuxTcF5nU,"background music, focus"
Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,"alternative rock, art pop, art rock, dream pop, ethereal wave, melancholia, new wave, scottish indie, shoegaze"
Dance Gavin Dance,6guC9FqvlVboSKTI77NG2k,"metalcore, pixie, sacramento indie, screamo, swancore"
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,"ccm, christian music, worship"
High Above The Clouds,0TGwwqBPOAEsrEQKOT2FVY,white noise
The Sleep Phasers,7EU2uWLUyhig1j1rbwfiGT,white noise
Shipool,3f80bpOxnBWyooKCGKLhd3,
Noise Observers,7nqvbISFtiOunUxwtXA6RL,
The Noise Nannies,48aOQA9ncCbyJEekpVMT1l,white noise
Brown vs. Noise,4Ccr2EcsOYnM4ydZzTPgP8,
CityCop,4WDonykXtKMRQ1fXkHimQO,"acoustic rock, midwest emo"
Glass Bones,6ohglNUQTSunKgbBM6jBYs,
Trippjones,65pqRX6tlJDCqdpmh3kUNi,"dark trap, phonk, underground hip hop"
Sabrepulse,3j24yoSFDD11h1OszJFfVY,"chiptune, nintendocore"
"Perspective, a Lovely Hand to Hold",3qkkGyICBaalgQCknHchEb,"alternative emo, bubblegrunge, diy emo, emo, midwest emo, new england emo, new hampshire indie"
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,"dance pop, pop, post-teen pop"
Artificial Reflection,1XFQJfyCZZRmUtvfiQZNMu,
brillion.,77aATgrzmuoRjmqxPcEIHU,lo-fi beats
ZULA,6tWqBIxAeRmld2npkzFZf3,
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,"dance pop, pop"
Taylor Swift,06HL4z0CvFAxyc27GXpf02,pop
Birdy,2WX2uTcsvV5OnS0inACecP,"pop, pop rock"
Nash Hsan,5ggDeLlUOYAc8wvXTB6mbT,
Rail Yard Ghosts,53Etexqw6ntkNvjb9avkEQ,"acoustic punk, deathgrass, folk punk, gypsy punk"
Yot Club,6FugQjLquBF4JzATRN70bR,bedroom pop
Slow Pulp,2JFTRDi5v7JtqoouVe1z5D,"bubblegrunge, chicago indie, indie garage rock, indie pop, indie rock, lo-fi indie, nu gaze"
SPEECHLESS,0RUwm9ukhlW1oXDzXxj3C0,"focus beats, japanese chillhop, lo-fi beats, lo-fi chill"
Shrimpnose,6My0aHQrZyz0vqqcf06s1D,lo-fi beats
Barnes Blvd.,1sWWXO9dckUfAgKYJLZ8Nc,lo-fi beats
Dream Easy Collective,2bRzONoPyFw0BNqra5Focz,
Peachy!,7gvbCoLA8lJUktp8G2xIRR,"lo-fi beats, lo-fi chill, sad lo-fi"
A L E X,3nCJkmgdZQ6l8o828Y3vNQ,"chillhop, lo-fi beats, lo-fi chill"
Toonorth,5cnRXRa8otbppSiXvfdmo3,"chillhop, lo-fi beats"
Rob Smyles,6KIclyZuF2o55kSUaiRe5P,
yetipolk,1CevirVbrA1dN9kmDOmPgn,
Sleepy Girl,3GA3YhAvTeytn93JFswBv2,
Benny Martin,6cIU84TLDcCIFzj4h24wpr,"classify, disney piano"
7 Birches,71XaTCo0UaotKbt6ZWDhAx,"midwest emo, new england emo"
Colourblind,2Tzh2zHsSIBYCkytK2L82k,"adelaide indie, aussie emo"
Castele,5Jr2nNInKCOIjkYoATaKqm,
Crywolf,33o00sXuyWiApOFzo0vr0z,"chillstep, edm, indie poptimism, melodic dubstep"
Your Neighbors,6mpyU2azr3zfZDY9k8w5GP,nashville indie
Seahaven,0jLpeMAu3aYRlvbjZd65np,"alternative emo, anthem emo, dreamo, emo, melodic hardcore"
Casinos,7eUpUfCNSuV0tPftSzC5FS,
Daddy's Beemer,3XZqEvsJMEpFb9YzuW1v16,"charlotte nc indie, south carolina indie"
Marcioz,3NBLbSjEKMjt7Z9GfelTMf,future bass
So Much Light,5YBaMP0Pkww9ZGvkVcrpTz,
"Dream, Ivory",0qZyvjwZauLmrobrpJmvib,"indie pop, modern dream pop"
Peacock Affect,6qV8wDBsPgPx9WUcNImn69,small room
halberd,7ow7nXWCZuMoU09aRki7GB,"lo-fi beats, lo-fi rap"
Balance And Composure,2fgl3me4n9diODTrVfruF3,"alternative emo, anthem emo, dreamo, emo, grungegaze, melodic hardcore, philly indie, pop punk, progressive post-hardcore"
Margot & The Nuclear So And So's,4fw9oPmbbmHW5aAJpkJdlI,"indie pop, indie rock, indy indie"
Frail Body,087dxTWzkw5RjrjOiJCfBH,"mathcore, sasscore, skramz"
Quiet Company,7fzr9IUh6UnQW2n1jDSrDC,austindie
Hail The Sun,0XblvrTo6mnHOxWIP1t5T6,"dreamo, progressive post-hardcore, swancore"
Sunny Day Real Estate,2lZkXWxkZsZzBocxMjN1or,"alternative rock, emo, emo punk, indie rock, midwest emo, post-hardcore, screamo"
At the Drive-In,5E2rtn57BM2WPjwak4kGd5,"alternative metal, alternative rock, el paso indie, emo, indie rock, modern rock, post-hardcore"
Rival Schools,558fch9H4BrW99aTfvtYrz,"emo, emo punk, melodic hardcore, post-hardcore"
KennyHoopla,5ObBtv5VunwwhQaXXnUrsM,"modern rock, pop punk"
The Dear Hunter,51lE580QM13Anmb3mK2j1e,"chamber pop, dreamo, progressive jazz fusion, progressive post-hardcore"
Cloud District,0vNgAJfISBIkK0IdpnGWxP,"5th wave emo, diy emo, midwest emo"
Ritt Momney,7MPGCB854Qo4alYMOPkBka,"bedroom pop, indie pop"
The Backseat Lovers,6p2HnfM955TI1bX34dkLnI,"modern rock, slc indie"
Reaper,24kY0bUku58QhWv5WFFXaf,"dubstep, electro house, gaming edm"
donnysdead,27It909PQDTJDmKPUu1xom,
Pcn,20JZFwl6HVl6yg8a4H3ZqK,"modern rock, rock"
JÖST,1uNFoZAHBGtllmzznpCI3s,"canadian pop, pop"
Mitski,2uYWxilOVlUdk4oV9DvwqK,brooklyn indie
Kid Rock,7dOBabd5O4CvKrg4iriHTM,"alternative metal, nu metal"
Emperose,0BRMPrv2B9YgQuYQ3H4fja,
Kartoffel Club,6litgQBcPxkKUnL0njgh4l,
Liquid Stranger,4YJsSCuag8W1TFTgSeEc2k,"brostep, downtempo, drill and bass, edm, electro house, electronic trap"
DENM,6hrOM3yfx3SEtARzDWMikb,
Nick Phoenix,3EvzCyNmY3kbUkMawjsndF,epicore
Orlando Gibbons,2NkIVq5pAfIojxXjuaRVes,"anglican liturgy, classical, early music, english baroque, english renaissance, madrigal, renaissance"
Slutsky,0MQxPQ9K3g63Ji4kzoCCLn,
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,"art pop, bubblegrunge, chamber pop, indie pop, indie rock"
Lil Bo Weep,3eKw7Bys6mA68PSoKxKwR7,emo rap
reptilelegit,3eEJnQZUZcQDjJLkBiqQMd,meme rap
Mark Morrison,6V3F8MZrOKdT9fU686ybE9,british soul
Sam Gellaitry,07UJz804RJxqNvxFXC3h9H,"electronic trap, future bass, scottish electronic, vapor twitch"
MUST DIE!,4aBx7mA6lUOVhEsjokZrXb,"brostep, dubstep, edm, electro house, electronic trap, melodic dubstep"
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,"colombian pop, dance pop, pop, r&b"
Mac Miller,4LLpKhyESsyAXpc4laK94U,"hip hop, pittsburgh rap, rap"
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"conscious hip hop, hip hop, rap, west coast rap"
densitydrive,6J05YtZ0cTSqqTm5W7Ar2e,
Benjamin August,5mYtzsopZvARbaLrR0puNS,
bax iv,0JZZhhFnYFY5c4mDXTgj42,
Vera Fernandez,0sJNpkJzyYO9RlsB7hcIWw,chill out
Mama Gecko,3hsIheKwar2G4DBVfH3FBh,study beats
late tripper,6qAFdIh8283HnxwpcVa7yD,
Waveum,2VZ5HYVxp79hu5qJ4imfTo,study beats
Joe Lee Noire,5c9fBAFhEu0crejR4zKumg,
SLACER,0J2jRTXMGGCAwBGoi3xNtW,trap beats
frek!,00vQreQBu9wC4dQCmHWJin,study beats
meadowzz,6iJBPhaUkwdsG9QPc6qcEz,study beats
Hector Mazza,3ceaS5uC2QpuBHUwmfZ5wX,study beats
Bokki,1gmAvUNIqrPSGklxtoj514,lo-fi beats
Foghouse,5y6OTJwOgLR1dJu2Er9hBB,
Zig Zagger,2zypz5VQ9xGRQkgZMQmZla,trap beats
fresh from the oven,6glzNO8EqQsWlQfmxnwK36,study beats
Deeper,2OdkcNnvSRbVRcziM3OK2S,"chicago indie, garage psych"
The World Is A Beautiful Place & I Am No Longer Afraid To Die,5bCNJ1ICzdnzK0yoCIP2Ip,"alternative emo, bubblegrunge, dreamo, emo, indie punk, indie rock, midwest emo, new england emo, small room"
Provoker,62s5q1tm3UAcRnbGY9CCI9,dark synthpop
Copeland,31HpswGOiF0Mc2wm11sIoN,"dreamo, emo, piano rock"
Matt Watson,2RcKnvHSzBY1sML849T7mR,lo-fi rap
Eric Godlow,6lhr0nzsM2U8LzazhOvZAj,
tea,4bthk9UfsYUYdcFyqxmSUU,"new romantic, new wave, new wave pop, permanent wave, rock, soft rock, sophisti-pop, synthpop"
Sorority Noise,7jXQfCP0xRnnind08ie0zT,"alternative emo, dreamo, emo, new england emo"
Fashion Jackson,4Dc9LcdKgjDXV5p3YVulzg,"san diego indie, socal indie"
Flight Patterns,4fIqhR5AalmEBaUDNmGhb9,"5th wave emo, diy emo, midwest emo"
Spiritbox,4MzJMcHQBl9SIYSjwWn8QW,canadian metalcore
Adam the Shinobi,6ecMA7zUaPlQT0SknNhknO,"drift phonk, phonk"
TrippyThaKid,4ucIxjoWFS3n9KvguhTWpz,"dark trap, meme rap"
Cocaine Krueger,7ln3zPDtQvkNYHEjXlHh44,"drift phonk, phonk"
Lord Lorenz,3qVag8oPA3Nu6CyqwoScn2,"dark trap, phonk"
$atori Zoom,75RLThQWzIgIM7Jtp6KZic,"aesthetic rap, meme rap, sad lo-fi"
Ryan Celsius Sounds,2AtYJoC6VmUtkxonmVnbVR,"drift phonk, phonk"
Vague002,1vkCp04sxLE87U1FyOUg9i,
Barlito,2kMHkmVLQTQyjmrQuxD6GD,
Sarcastic Sounds,1bq8rqNnfrojn0OSAfeNXJ,"lo-fi beats, lo-fi chill, sad lo-fi"
Theophany,5cf9GoOwKQ2GaBFZT6Wvwo,"gamecore, video game music"
DRWN.,0h6JSIfoSSbXtaBWiUC4Wy,"chillhop, lo-fi beats, lo-fi jazzhop"
Oatmello,0YAkOkbeAPiS35qyouiM4O,"chillhop, lo-fi beats, lo-fi jazzhop"
UKDD,14AiEXtiaKk6yF7YO2fap8,"focus beats, lo-fi beats, lo-fi jazzhop"
Glimlip,5wEF5my54dE5vMMmSUz2q3,"chillhop, focus beats, lo-fi beats, lo-fi jazzhop"
Jakspin,3PLqmSa29zyLdTGINzLqCZ,"chillhop, focus beats, lo-fi jazzhop"
Cookin Soul,06s35sbFfZJUEwFjAaZfiW,"alternative hip hop, boom bap espanol, trap latino"
Cap Kendricks,3Nc3vycu3NLmfOLxGKPXLj,"chillhop, jazz boom bap, lo-fi jazzhop"
LESKY,7eMZ8gfgZq14cbSR52vBy6,lo-fi jazzhop
DOWORK,1LlzrrYfRYhh4ldyep2HCe,lo-fi jazzhop
Moonspatz,63Cv3MetKEN8bhsAo4n6nK,lo-fi jazzhop
goosetaf,46NCqFl8vhQZD77y7XkvJs,"chillhop, lo-fi beats, lo-fi jazzhop"
Elior,0tquhVod10o2zf1ht2aVoz,lo-fi jazzhop
Anthony Drawn,1TYsIU7QKwwZ3IieKIE6oo,lo-fi jazzhop
Foksu,7MFCKcbsE7VrPJOJIPSjWl,lo-fi jazzhop
Nicolas Kluzek,0fUtDbK1RDdscZGRHqCHCs,focus beats
Vincent Rayn,3zWwvS0OdQwTploEQjT1VG,lo-fi jazzhop
Tesk,7ntBtETW7gkufH8Hw38gb4,"chillhop, lo-fi beats, lo-fi jazzhop"
Wilczynski,5RBoyuxAJsUAavA4oNFh94,"chillhop, jazz boom bap, lo-fi jazzhop"
The Brothers Nylon,5WLTGcENPt84BZtmx6rt50,lo-fi jazzhop
RINZ.,1qc48l4N7tBU8sMOuIAa82,"chillhop, focus beats, lo-fi jazzhop"
Aigua,5Sj107o6o7scv6ULaOjiMg,lo-fi jazzhop
Clément Matrat,2E5tQr1KLcZjNEQQCOZM3C,focus beats
100 gecs,6PfSUFtkMVoDkx4MQkzOi3,"escape room, hyperpop"
ElyOtto,4b19vuzlDcNdU4quI7L6sW,weirdcore
Pay for Pain,7LdRsRMJc2PSsUlFmWn3je,
The Night Café,1ShwUjKIwQRaUJij7jgRhp,"english indie rock, liverpool indie, modern alternative rock, modern rock, rock"
Yui,5WBO8UyOuJ1l7ZBqqBimpO,"j-pop, j-poprock"
Egg,6zQlhM6cyJRrzuqAbB8PlB,"alt z, dream smp, indie pop"
Pussy Riot,2hThsqaVEAWhWPBXnaOfB9,"escape room, riot grrrl, russian indie, russian punk"
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,"australian pop, dance pop, electropop, pop, viral pop"
Rozz Dyliams,3yl8G39LFaRYVRgflth8Fu,underground hip hop
Anberlin,5v61OSg53KaQxGMpErkBNp,"christian alternative rock, christian rock, emo, pop punk, post-hardcore, screamo"
insaneintherainmusic,62GoYifV4njTdvS8lD2yYT,otacore
Anthony Ramos,660YptcR0hNHJ8iEr1qcse,"hollywood, show tunes"
DJ Snake,540vIaP2JwjQb9dm3aArA4,"dance pop, edm, electronic trap, pop, pop dance, pop rap"
